id_detalle,numero_factura,id_producto,cantidad
348,51,485,3
349,51,288,5
350,51,287,5
351,51,292,20
352,51,147,3
353,51,24,3
354,51,33,6
355,51,34,3
356,51,394,3
357,51,395,3
358,51,8,3
359,51,403,10
360,51,199,5
361,51,546,3
362,51,508,6
363,51,340,5
364,51,429,10
365,51,155,20
366,51,544,10
367,51,396,5
368,51,449,3
369,51,448,3
370,51,203,6
371,51,202,10
372,51,336,2
373,51,302,3
374,51,577,2
375,51,313,6
376,51,625,3
377,51,626,4
378,51,313,6
379,51,345,3
380,51,626,3
381,51,471,3
382,51,490,3
384,52,300,5
385,52,302,5
412,49,183,20
387,52,436,2
388,52,8,3
389,52,24,3
390,52,142,1
391,52,144,1
392,52,143,1
393,52,145,2
394,52,222,3
395,52,157,4
396,52,341,2
397,52,340,2
398,52,485,1
399,52,197,2
400,52,597,5
401,52,543,3
402,52,600,2
403,52,152,2
404,52,203,2
405,52,628,2
406,52,629,1
407,52,293,20
408,52,502,1
409,52,394,10
410,52,500,2
411,52,397,12
413,49,182,20
414,52,292,20
415,53,594,10
416,53,544,10
417,53,320,5
418,53,429,20
419,53,418,25
420,53,395,15
421,53,572,10
422,53,236,12
423,53,440,12
424,53,16,12
425,53,52,12
426,53,340,8
427,53,341,8
428,53,434,12
429,53,84,4
430,53,324,40
431,54,299,10
432,54,157,2
433,54,442,5
434,54,444,5
435,54,451,5
436,54,189,5
437,54,190,5
438,54,191,5
439,54,227,20
440,54,250,2
441,54,233,20
442,54,234,20
443,54,627,20
444,54,334,20
445,54,99,5
446,54,593,30
447,54,184,20
448,54,185,30
449,54,180,20
450,54,181,10
451,54,377,3
452,54,357,1
453,54,356,1
454,54,355,1
455,54,472,2
456,54,402,100
457,54,322,30
458,54,544,60
459,54,139,10
460,54,306,10
461,54,300,15
462,54,607,4
463,54,10,5
464,54,363,20
465,54,362,40
466,54,293,20
467,54,495,2
468,54,496,2
469,54,497,2
470,54,501,2
471,54,500,2
472,54,499,2
473,54,572,10
474,54,574,10
475,54,573,10
476,54,293,60
477,54,300,10
478,54,593,20
479,55,170,10
480,56,404,144
481,56,403,72
482,57,152,4
483,57,326,4
484,57,564,5
485,57,248,10
486,57,200,20
487,57,155,10
488,57,605,5
489,57,217,48
490,57,312,7
491,57,606,1
492,57,24,15
493,57,8,15
494,57,472,4
495,57,491,6
496,57,603,20
497,57,466,20
498,57,27,10
499,57,56,10
500,57,453,15
501,57,451,15
540,57,635,10
503,57,627,50
504,57,334,100
505,57,547,5
506,57,391,10
507,58,416,21
508,58,300,100
509,59,338,10
510,59,152,10
511,59,394,30
512,59,61,6
513,59,60,6
514,59,62,6
515,59,457,20
516,59,313,30
517,59,403,36
518,59,344,6
519,60,604,1
520,60,150,72
521,39,330,1
522,39,422,1
523,59,624,4
524,61,145,2
525,61,611,1
526,61,26,2
527,62,604,1
528,62,345,2
529,62,544,24
530,62,117,2
531,62,313,40
532,62,439,6
533,63,595,60
534,64,129,6
535,64,128,6
536,64,633,6
537,64,12,6
538,64,493,26
539,64,547,6
541,57,634,10
542,57,485,10
543,65,604,1
544,65,404,12
545,65,403,24
546,66,209,6
547,66,208,10
548,66,150,24
549,66,26,4
550,66,86,4
551,67,396,140
552,67,447,300
553,67,639,30
554,67,12,30
555,67,186,50
556,67,141,50
557,67,140,30
558,68,287,2
559,68,288,4
560,68,632,10
561,68,164,2
562,68,12,6
563,68,143,2
564,68,67,4
565,68,25,1
566,68,56,4
567,68,309,2
583,68,340,3
569,68,607,2
570,68,467,4
571,68,302,6
572,68,300,4
573,68,439,2
574,68,435,1
575,68,613,2
576,68,612,1
577,68,596,2
578,68,502,3
579,68,77,2
580,68,170,1
581,68,377,10
582,68,471,4
584,63,344,10
585,60,461,60
586,60,460,120
587,69,77,6
588,70,89,6
589,70,88,6
1074,109,26,1
1073,109,86,1
592,70,499,120
593,70,500,120
594,70,501,120
1072,70,340,30
596,70,495,120
597,70,494,120
1071,70,87,6
599,70,170,3
600,70,406,100
860,70,158,288
1070,70,90,5
603,70,597,100
604,70,588,3
605,70,639,30
606,70,33,300
607,70,55,50
608,70,54,100
609,70,461,72
610,71,604,1
611,71,26,1
612,71,86,1
613,71,187,4
614,71,191,10
615,72,314,1000
616,72,612,6
617,72,361,2
618,72,341,10
619,72,150,24
620,73,322,108
621,73,314,85
622,73,313,300
623,73,136,48
624,73,186,30
625,73,141,25
626,74,44,3
627,74,607,5
628,74,597,10
629,74,461,12
630,74,436,10
631,74,177,5
632,74,178,5
633,74,340,20
634,74,33,82
635,75,207,3
636,75,361,4
637,75,490,6
638,75,579,6
649,77,23,12
640,76,640,5
641,76,506,2
642,76,632,20
643,76,605,2
644,76,597,10
645,76,101,6
646,76,320,5
647,76,595,5
648,76,544,12
650,77,16,24
657,78,604,1
652,77,17,24
653,77,19,24
654,77,20,24
655,77,201,30
656,77,202,30
658,78,302,30
659,78,472,10
660,78,471,10
661,78,484,6
666,78,363,100
663,69,72,6
664,79,315,60
665,79,513,24
667,78,362,150
668,78,641,6
669,78,642,6
670,80,561,4
671,76,604,1
673,81,486,4
674,81,622,2
675,81,136,12
676,82,573,6
677,82,320,5
678,82,404,6
679,82,405,6
680,82,403,6
681,82,199,6
682,82,164,2
683,82,12,3
684,82,72,1
685,82,33,2
686,82,589,2
687,82,607,4
688,82,595,2
689,82,161,3
690,82,297,10
691,82,299,10
692,82,155,20
693,82,150,6
694,82,289,5
695,82,294,6
696,82,27,2
697,82,643,3
698,82,24,3
699,82,412,2
700,82,8,3
701,82,425,20
702,82,208,2
703,82,207,2
704,82,204,2
705,82,203,2
706,82,201,3
707,82,466,10
708,82,220,10
709,82,315,20
710,82,313,10
711,82,467,2
712,82,544,10
713,82,137,6
714,82,306,6
715,82,570,6
716,82,502,2
717,82,227,20
718,82,226,20
719,82,197,2
720,82,190,2
721,82,189,2
722,82,270,6
723,82,126,2
724,82,181,10
725,82,180,10
726,82,484,2
727,82,483,1
728,82,601,2
729,82,178,3
730,82,96,4
731,82,94,4
732,82,102,3
733,82,100,3
734,82,101,3
735,82,107,2
736,82,106,2
737,82,91,8
738,82,316,2
739,83,199,100
740,83,306,24
741,83,91,10
742,61,313,24
743,61,121,1
744,61,641,10
745,74,94,10
746,74,95,10
747,74,637,10
748,74,358,5
749,74,100,10
820,84,152,30
751,84,641,15
752,84,432,20
753,84,431,20
754,84,430,20
755,84,170,1
756,84,204,40
757,84,201,100
758,84,466,300
759,84,465,300
760,84,314,100
761,84,467,50
762,84,316,36
763,84,544,48
764,84,136,30
765,84,486,4
766,85,428,4
767,85,129,1
768,85,52,4
769,85,530,2
805,85,342,2
771,85,343,2
772,85,203,2
773,85,628,2
774,85,473,20
775,85,499,3
776,85,495,3
777,85,437,2
778,85,643,2
779,85,94,4
780,85,96,2
781,85,394,20
782,85,302,5
783,85,300,5
784,85,358,2
808,87,209,4
786,85,306,6
787,85,45,1
788,85,502,2
806,86,440,100
811,87,322,36
791,85,142,1
810,87,461,1
793,85,75,1
794,85,174,1
809,87,460,1
800,85,642,1
797,85,287,3
798,85,179,2
799,85,135,1
807,87,207,4
803,84,647,72
804,84,646,96
812,87,314,20
813,87,315,20
814,87,77,1
815,87,624,2
816,87,623,6
817,87,300,10
818,87,302,12
819,84,437,20
821,88,607,2
822,88,72,1
823,88,157,2
824,88,132,1
825,88,597,10
826,88,330,1
827,88,331,2
828,88,387,1
829,88,496,12
830,88,497,6
831,88,411,2
832,88,506,3
833,88,440,10
834,88,505,2
835,88,458,5
836,88,486,1
837,89,595,2
838,89,345,2
839,89,596,2
840,89,458,1
841,89,484,2
1015,105,595,6
843,89,641,1
844,89,325,2
845,89,26,1
846,89,210,1
847,89,206,3
848,89,16,12
849,89,136,4
850,89,137,6
851,89,306,6
1014,89,613,3
853,89,436,6
854,89,649,10
855,89,648,10
856,89,647,10
857,89,646,10
858,89,645,10
859,70,174,29
861,70,649,216
862,70,648,192
863,70,647,432
864,70,646,576
865,70,645,864
866,90,315,200
867,90,19,120
868,90,20,120
869,90,17,240
870,90,16,96
871,91,344,1
872,91,484,1
873,91,209,4
874,91,207,4
875,91,460,4
876,91,461,4
877,91,180,60
878,91,322,36
879,91,314,20
880,91,315,20
881,91,77,1
882,91,624,2
883,91,623,6
884,91,302,12
885,91,300,10
886,92,449,4
887,92,600,1
888,92,322,6
889,92,315,20
890,92,227,20
891,92,185,10
892,92,180,10
893,92,326,1
894,92,207,2
895,92,208,3
896,92,203,3
916,94,300,400
898,93,573,30
899,93,188,12
900,93,107,10
901,93,26,1
902,93,621,1
903,93,129,6
904,93,292,50
905,93,293,30
906,93,628,15
907,93,201,25
908,93,209,4
909,93,208,4
910,93,334,50
911,93,627,50
912,93,650,30
962,93,299,20
914,93,220,13
915,93,221,15
917,95,159,576
918,95,158,576
919,95,464,100
920,95,466,100
958,95,463,100
922,95,143,10
923,95,144,10
924,95,622,5
925,95,145,10
926,95,146,10
927,95,457,60
928,95,383,1
929,95,628,20
930,95,203,40
931,95,202,50
932,95,201,50
933,96,471,6
934,96,123,4
935,96,69,6
936,96,320,25
937,96,484,5
938,96,25,6
939,96,644,3
940,96,436,12
972,96,641,3
942,96,651,4
943,96,176,4
944,96,180,50
945,96,181,50
973,96,604,1
947,97,544,120
948,97,187,25
949,97,186,50
950,97,141,50
951,97,140,50
952,98,495,12
953,98,151,100
954,98,496,12
955,98,292,240
956,98,335,16
957,98,332,2
959,98,300,20
960,98,459,3
961,98,455,3
963,93,653,10
964,93,652,10
965,99,137,24
966,99,139,36
967,100,370,9
968,100,484,2
969,100,24,10
970,100,595,10
971,96,119,2
974,90,620,2
975,101,181,50
976,101,473,50
977,101,459,2
978,101,174,10
979,101,180,50
980,102,449,4
981,102,600,1
982,102,322,6
983,102,315,20
984,102,185,10
985,102,180,10
986,102,203,3
987,102,326,2
988,102,227,20
989,102,207,2
990,102,208,3
991,103,77,20
992,104,218,24
993,104,300,30
994,104,86,3
995,104,123,10
996,104,292,100
997,104,654,20
998,105,108,1
999,105,109,1
1000,105,209,2
1001,105,210,2
1002,105,466,40
1003,105,465,40
1004,105,178,4
1005,105,325,2
1006,105,326,1
1007,106,483,12
1008,106,436,12
1009,106,431,12
1010,106,432,12
1011,106,314,24
1012,106,308,24
1013,106,340,2
1016,105,181,10
1017,105,180,10
1018,105,220,20
1019,105,655,10
1020,105,151,2
1021,105,297,30
1022,107,76,6
1500,153,183,100
1024,107,656,5
1025,104,440,20
1026,104,657,100
1027,104,655,40
1028,104,658,4
1029,104,136,12
1030,108,425,800
1031,108,655,100
1032,108,137,108
1033,108,344,10
1034,108,298,300
1035,108,647,50
1036,109,155,450
1037,109,310,48
1038,109,309,48
1039,110,300,1000
1040,111,342,10
1041,111,341,10
1042,111,340,10
1043,98,544,12
1137,98,330,1
1196,131,641,6
1046,112,70,4
1047,112,335,4
1048,112,137,4
1049,112,138,4
1050,112,628,4
1051,112,201,6
1052,112,202,6
1053,112,203,4
1054,112,180,20
1055,112,181,20
1056,113,563,6
1078,116,661,2
1077,113,139,12
1059,113,158,30
1060,113,152,30
1204,134,224,105
1062,113,637,24
1063,113,657,200
1064,113,218,24
1065,114,613,4
1066,114,302,100
1067,114,300,100
1068,93,613,5
1069,115,300,400
1075,109,136,36
1076,113,292,240
1079,116,660,2
1080,116,659,2
1108,116,463,30
1082,116,303,2
1083,116,304,2
1084,116,101,6
1085,116,99,6
1086,116,102,6
1087,117,604,1
1088,117,161,2
1089,117,222,10
1090,117,158,12
1091,117,341,20
1092,117,467,10
1093,117,150,5
1094,117,53,1
1095,117,662,1
1096,117,495,12
1097,117,496,12
1098,117,137,10
1099,117,471,5
1100,117,473,20
1101,117,300,10
1102,117,484,4
1103,117,483,5
1104,117,344,5
1105,117,395,30
1106,117,394,50
1107,117,619,1
1109,116,463,30
1110,118,300,2000
1111,118,302,1500
1112,119,300,1000
1113,119,302,1050
1114,120,302,600
1115,120,300,1000
1116,121,469,6
1117,121,136,12
1118,121,641,2
1119,122,320,25
1120,122,302,30
1121,122,337,10
1122,122,341,10
1123,122,605,10
1124,123,445,6
1125,123,320,25
1126,123,199,25
1127,123,644,1
1128,124,604,1
1129,124,663,2
1130,124,418,25
1131,124,307,24
1132,124,300,6
1133,125,641,1
1134,125,315,20
1135,125,314,20
1136,125,403,24
1195,131,53,10
1194,130,300,500
1141,126,28,1
1142,126,534,4
1143,126,493,4
1192,130,302,1050
1191,104,641,6
1146,126,459,2
1184,126,300,5
1188,104,219,4
1189,104,377,6
1190,104,119,4
1185,126,517,2
1183,126,302,5
1182,126,528,4
1193,130,136,240
1155,126,624,4
1156,126,641,8
1157,127,306,10
1158,127,335,4
1159,127,436,6
1160,128,345,6
1161,128,282,10
1162,128,281,10
1163,128,604,27435
1164,128,536,2
1165,128,12,10
1166,128,452,10
1167,128,640,20
1168,128,34,10
1169,128,33,10
1170,128,395,20
1171,128,394,20
1172,128,300,10
1173,128,233,10
1174,128,232,20
1175,128,227,20
1176,128,265,10
1177,128,241,20
1178,128,235,20
1179,128,226,30
1180,129,604,1
1181,129,358,5
1197,131,596,6
1198,131,624,2
1199,131,325,10
1200,132,668,45
1201,132,84,1
1202,132,111,1
1203,133,153,1
1205,134,223,200
1206,135,299,10
1207,135,659,10
1208,135,440,10
1209,135,402,50
1210,135,320,75
1211,136,349,40
1212,136,346,100
1213,137,487,240
1214,137,325,15
1215,138,461,60
1216,138,460,60
1217,138,314,1000
1218,139,163,6
1219,139,160,6
1220,139,167,10
1221,139,166,10
1222,139,72,7
1223,139,467,30
1224,139,387,5
1225,140,396,140
1226,140,473,250
1227,141,604,1
1228,141,133,1
1229,141,307,24
1230,141,308,24
1231,142,406,15
1232,142,607,2
1233,142,669,2
1234,142,670,4
1235,142,637,12
1236,143,199,25
1237,143,331,2
1238,143,612,1
1239,143,544,12
1240,143,675,2
1241,143,513,6
1242,143,409,6
1243,143,674,6
1244,143,673,3
1245,143,335,4
1246,143,667,2
1247,143,671,1
1248,143,116,4
1249,144,556,2
1250,144,207,5
1251,144,206,5
1252,144,209,5
1253,144,103,12
1254,144,102,12
1255,144,101,6
1256,144,106,2
1257,144,361,3
1258,144,300,20
1259,144,302,20
1260,144,595,20
1261,144,638,100
1262,144,70,3
1263,144,56,10
1264,144,613,5
1265,144,425,100
1266,144,605,5
1267,144,461,12
1268,144,394,50
1269,144,96,5
1270,144,467,20
1271,144,643,2
1272,140,18,180
1273,142,313,12
1274,142,432,5
1275,142,160,1
1276,142,300,2
1277,142,302,5
1278,142,136,2
1279,142,597,10
1280,142,676,5
1281,142,223,12
1282,142,224,12
1283,145,643,12
1284,145,594,36
1285,145,639,3
1286,145,490,50
1287,145,605,12
1288,145,654,50
1289,145,69,8
1290,145,647,50
1291,145,393,2
1292,145,613,12
1293,145,203,20
1294,145,136,12
1295,145,626,12
1296,145,607,12
1297,145,300,36
1298,146,629,4
1299,146,517,2
1300,146,527,4
1301,146,436,4
1302,146,660,4
1303,146,341,5
1304,146,91,8
1305,146,185,20
1306,146,184,20
1307,146,183,40
1308,146,182,40
1309,146,355,3
1310,146,349,2
1311,146,359,72
1312,146,471,4
1313,146,594,6
1314,146,491,6
1315,146,579,5
1316,146,19,12
1317,146,18,12
1318,146,17,12
1592,164,531,6
1320,146,20,12
1321,146,137,12
1322,146,302,20
1323,146,300,10
1324,146,190,3
1325,146,191,3
1326,146,646,20
1327,146,647,12
1328,146,649,4
1329,146,459,2
1330,146,158,18
1331,146,159,6
1332,146,207,2
1333,146,657,6
1334,147,667,10
1335,148,604,1
1336,148,111,1
1337,148,110,1
1338,148,314,60
1339,148,544,24
1340,148,31,5
1341,148,626,5
1342,148,681,4
1343,148,641,2
1360,150,607,2
1359,150,676,10
1346,148,662,2
1347,149,313,20
1348,149,591,10
1349,149,589,2
1350,149,422,2
1351,149,667,1
1352,149,633,4
1353,149,17,60
1354,149,30,4
1355,149,31,4
1356,149,33,30
1357,149,16,60
1358,149,151,100
1361,150,300,3
1362,150,302,3
1363,150,597,3
1364,150,335,4
1365,150,595,3
1366,150,394,10
1367,150,151,50
1368,150,448,3
1369,150,477,50
1370,150,316,3
1371,150,432,3
1372,150,670,4
1373,150,638,20
1374,150,498,2
1375,150,497,2
1376,150,494,2
1377,150,495,2
1378,150,496,2
1437,150,630,3
1380,150,640,5
1434,150,413,2
1382,150,544,8
1436,150,682,2
1384,150,16,12
1385,150,289,3
1386,150,49,2
1387,150,50,2
1388,150,171,2
1389,150,172,2
1390,150,173,2
1391,150,12,6
1392,150,306,6
1393,150,591,2
1394,150,458,2
1395,151,632,10
1396,151,155,10
1397,151,436,2
1398,151,136,4
1399,151,150,4
1400,151,30,1
1401,151,633,1
1402,151,50,2
1403,151,200,10
1404,151,325,1
1405,151,13,2
1406,151,611,1
1407,151,24,3
1408,151,8,3
1409,151,682,2
1410,151,547,1
1411,151,595,2
1412,151,658,1
1413,151,204,2
1414,151,526,6
1415,151,103,2
1416,151,102,2
1417,151,471,2
1418,151,501,2
1419,151,500,3
1420,151,496,3
1421,151,164,1
1422,151,600,2
1423,151,665,1
1424,151,612,2
1425,151,407,2
1426,151,412,2
1427,151,409,2
1428,151,434,2
1429,151,607,2
1430,151,219,1
1431,151,629,1
1432,151,302,5
1433,151,300,6
1435,150,408,2
1438,152,302,600
1439,140,648,20
1440,144,684,10
1441,144,677,1
1442,150,687,1
1443,150,687,1
1444,145,650,50
1446,145,457,50
1447,145,70,6
1448,145,13,10
1449,145,221,25
1450,145,138,24
1451,145,137,24
1452,145,502,12
1453,153,151,100
1454,153,33,30
1455,153,31,4
1456,153,30,4
1457,153,17,60
1458,153,633,4
1459,153,667,1
1460,153,422,2
1461,153,591,10
1462,153,313,20
1463,154,293,50
1464,154,315,100
1465,154,158,12
1466,154,159,12
1467,154,77,2
1468,154,78,2
1469,154,51,30
1470,154,52,30
1471,154,642,6
1472,154,688,5
1473,154,17,24
1474,154,18,24
1475,154,20,24
1476,154,624,2
1477,154,593,30
1478,154,186,20
1479,154,141,20
1480,154,297,100
1481,140,446,1
1482,155,95,6
1483,155,94,6
1484,155,97,4
1485,155,300,24
1486,155,484,4
1487,155,402,40
1488,155,494,6
1489,156,604,1
1490,156,690,2
1491,156,502,2
1492,156,358,3
1493,156,101,6
1494,156,473,10
1495,156,640,5
1496,156,573,10
1497,156,544,12
1498,151,152,2
1499,151,39,1
1501,157,257,6
1502,157,266,4
1503,157,277,6
1652,157,251,4
1653,170,137,4
1506,157,248,4
1544,160,143,10
1508,151,174,2
1509,151,631,1
1510,158,654,10
1511,158,67,2
1512,158,31,6
1513,158,70,10
1514,158,594,10
1515,158,491,10
1516,158,185,200
1517,158,612,2
1518,158,361,10
1519,158,297,100
1520,158,298,100
1521,158,487,48
1522,159,613,4
1523,159,683,4
1524,159,672,4
1525,159,612,4
1526,159,421,19
1527,159,136,12
1528,159,161,6
1529,159,218,6
1530,159,622,5
1531,159,174,10
1532,159,445,10
1533,159,118,2
1534,159,69,6
1535,160,21,12
1536,160,18,12
1537,160,17,12
1538,160,486,2
1539,160,19,12
1540,160,20,12
1541,160,611,15
1542,160,658,10
1543,160,144,10
1545,160,221,1
1546,161,683,10
1547,161,497,18
1548,161,496,24
1549,161,495,60
1550,162,646,50
1551,162,425,120
1552,162,155,30
1553,162,632,30
1554,162,363,70
1555,162,597,20
1556,162,543,10
1557,162,547,5
1558,162,544,36
1559,162,322,50
1560,162,306,12
1561,162,308,6
1562,162,138,12
1563,162,139,12
1564,162,137,36
1565,162,79,10
1566,163,443,3
1567,163,441,3
1568,163,345,5
1569,163,335,5
1570,163,141,3
1571,163,361,4
1572,163,449,3
1573,163,469,1
1574,163,575,10
1575,163,447,15
1576,163,189,2
1577,163,131,4
1578,163,595,5
1579,162,647,50
1580,162,322,50
1581,162,322,8
1582,146,637,12
1583,146,493,4
1584,146,46,2
1585,146,200,30
1586,146,415,3
1587,146,622,1
1588,146,420,4
1589,146,151,100
1590,146,292,40
1591,146,293,10
1599,165,150,6
1594,165,136,6
1595,145,691,12
1596,145,683,12
1597,166,300,400
1598,166,302,300
1600,165,322,40
1601,165,17,12
1602,165,18,12
1603,165,19,12
1604,165,20,12
1605,165,21,12
1606,165,22,12
1607,165,23,12
1608,165,203,6
1609,165,202,6
1610,165,201,6
1611,165,204,3
1612,165,205,3
1613,165,620,3
1614,165,326,1
1615,165,86,1
1616,165,440,10
1617,165,693,6
1618,165,152,6
1621,165,647,24
1620,165,622,1
1622,165,645,24
1623,165,607,6
1624,165,170,1
1638,167,440,10
1626,165,626,6
1627,165,596,2
1628,165,665,6
1629,165,667,3
1630,165,61,2
1631,165,60,2
1632,165,62,2
1633,165,292,24
1634,165,140,3
1635,165,141,3
1636,165,186,3
1637,165,187,3
1639,167,622,1
1640,167,655,10
1641,167,597,10
1642,167,292,12
1643,167,293,12
1644,167,605,5
1645,167,531,6
1646,165,199,30
1647,165,397,20
1648,165,396,20
1649,168,223,1
1650,169,136,72
1651,161,77,4
1654,170,511,2
1655,170,637,3
1656,170,461,4
1657,170,324,3
1658,170,124,1
1659,170,313,6
1660,170,360,3
1661,170,403,12
1662,170,404,6
1663,170,139,2
1664,170,138,4
1665,171,306,48
1666,171,593,20
1667,171,544,24
1668,171,702,6
1669,171,692,6
1670,171,683,6
1671,171,497,12
1672,171,494,18
1673,171,344,4
1674,171,70,4
1675,171,604,1
1676,171,626,5
1677,171,461,12
1678,172,626,2
1679,172,31,1
1680,172,692,3
1681,172,140,3
1682,172,141,3
1683,172,703,4
1684,172,622,1
1685,172,683,3
1686,172,323,2
1687,172,544,8
1688,172,443,3
1689,172,444,3
1690,172,451,3
1691,172,452,3
1692,166,544,120
1693,166,140,60
1694,166,141,50
1695,166,186,50
1696,173,310,24
1697,173,309,72
1698,174,403,180
1699,174,152,30
1700,174,531,4
1701,174,313,100
1704,174,297,1000
1703,174,704,200
1705,175,77,30
1706,176,456,15
1707,176,702,2
1708,176,152,10
1709,177,121,1
1710,178,316,9
1711,178,658,4
1712,178,144,4
1713,178,143,4
1714,178,440,30
1715,178,142,3
1716,178,70,15
1717,178,436,40
1718,178,676,300
1719,178,483,15
1720,178,692,20
1721,178,693,20
1722,178,442,30
1723,178,444,30
1724,178,451,30
1725,178,452,30
1726,178,453,30
1727,178,20,144
1728,178,19,144
1729,178,18,144
1730,178,17,144
1793,186,221,25
1732,179,676,100
1733,179,446,1
1734,180,676,20
1735,180,314,20
1736,180,315,40
1737,180,683,40
1738,181,705,40
1739,182,624,4
1740,182,623,5
1741,182,174,4
1742,182,166,5
1743,182,704,10
1744,182,590,4
1745,182,403,36
1746,182,471,10
1747,182,472,10
